,station,month,Average_CO,Max_CO,Min_CO,STD_CO,Average_SO2,Max_SO2,Min_SO2,STD_SO2
87,Nongzhanguan,4,781.6845124282983,2200.0,100.0,456.4129577844761,12.809273422562141,42.0,2.0,10.558821599966302
88,Nongzhanguan,5,723.1971458773785,2200.0,100.0,416.995188885898,11.727484143763215,42.0,2.0,10.27291342822573
89,Nongzhanguan,6,897.3995859213251,2200.0,200.0,446.19976548588903,7.9270186335403725,42.0,2.0,7.87981674767037
90,Nongzhanguan,7,935.3741903338316,2200.0,100.0,413.1569833765266,6.085201793721973,41.0,2.0,5.516513345236486
91,Nongzhanguan,8,870.7632600258733,2200.0,100.0,397.55386057451653,4.554204398447607,30.0,1.0,4.076472219705498
92,Nongzhanguan,9,915.5306319343946,2200.0,100.0,491.3798416660854,6.980221900627111,41.0,1.0,6.673876819661722
93,Nongzhanguan,10,919.7044334975369,2200.0,100.0,521.726964475545,8.129064039408867,42.0,1.0,7.215003575892085
94,Nongzhanguan,11,976.8844221105528,2200.0,100.0,568.1740172244264,12.029334170854272,42.0,1.0,9.013333237441335
95,Nongzhanguan,12,877.6531492666091,2200.0,100.0,533.4503459985245,16.191544434857637,42.0,2.0,10.50147934045722
96,Shunyi,1,821.4656290531777,2200.0,100.0,572.4926925158055,14.380220492866407,42.0,1.0,11.674527497675697
97,Shunyi,2,760.3359173126615,2200.0,100.0,566.0992905861973,12.492248062015504,42.0,1.0,11.119638136186406
98,Shunyi,3,832.5890173410405,2200.0,100.0,560.7003618448015,13.199017341040461,42.0,2.0,11.672199285700737
99,Shunyi,4,786.7319787131108,2200.0,100.0,448.0052321707584,11.738751814223512,42.0,2.0,10.346441461189288
100,Shunyi,5,665.5055617352614,2200.0,100.0,413.39981970456364,9.439377085650722,42.0,2.0,9.094473916425708
101,Shunyi,6,783.1315083199141,2200.0,100.0,466.6824872659824,4.150831991411701,38.0,2.0,4.282117300707803
102,Shunyi,7,775.1426116838488,2200.0,100.0,402.6843776669448,3.428293241695304,25.0,2.0,2.9596486194540486
103,Shunyi,8,752.1338506304559,2200.0,100.0,417.2212385425023,3.120514064015519,30.0,1.0,2.966559723232477
104,Shunyi,9,842.0501424501424,2200.0,100.0,512.1179141873693,4.597150997150997,42.0,1.0,5.063011493086427
105,Shunyi,10,880.9416025350838,2200.0,100.0,520.5938470274394,5.390674513354459,41.0,1.0,6.317169778500917
106,Shunyi,11,986.3479262672811,2200.0,100.0,604.1195970361124,10.511751152073733,42.0,1.0,9.071382632669541
107,Shunyi,12,913.8647019423978,2200.0,100.0,582.8899761614645,14.313462826523777,42.0,1.0,10.54332626918516
108,Tiantan,1,894.7536788227767,2200.0,100.0,537.91993997457,15.393474088291747,42.0,1.0,9.997087073684773
109,Tiantan,2,812.0512820512821,2200.0,100.0,535.9874175769363,11.89551282051282,42.0,1.0,9.56105154259825
110,Tiantan,3,858.9052876234747,2200.0,100.0,538.920994318624,13.509006391632772,42.0,2.0,10.73627058372935
111,Tiantan,4,809.2771198484131,2200.0,100.0,441.96734502524913,11.186641402179061,42.0,2.0,10.043282239674168
112,Tiantan,5,738.5337915234823,2200.0,100.0,400.03400035031393,10.34077892325315,42.0,2.0,10.25900223985748
113,Tiantan,6,894.3882783882784,2200.0,100.0,448.24021461562074,6.775510204081633,40.0,2.0,7.008248463970808
114,Tiantan,7,941.2798099762471,2200.0,100.0,404.932772780182,5.398099762470308,42.0,2.0,4.72727666594145
115,Tiantan,8,847.1890971039182,2200.0,200.0,372.00240528248617,4.500724020442931,39.0,1.0,4.0345540315050785
116,Tiantan,9,932.0476606908613,2200.0,200.0,459.7886167503164,5.989943156974202,42.0,1.0,6.254613999159512
117,Tiantan,10,967.1621621621622,2200.0,100.0,539.0459925402811,6.136486486486486,41.0,1.0,6.626440156360655
118,Tiantan,11,1045.6870910172515,2200.0,100.0,572.5731557594661,8.028554431885782,42.0,1.0,7.729451614075034
119,Tiantan,12,933.8375796178344,2200.0,100.0,560.2730572660089,13.189808917197453,42.0,2.0,10.180980218548216
120,Wanliu,1,956.748224151539,2200.0,100.0,508.28041007246367,16.134175217048146,42.0,1.0,10.019617022961018
121,Wanliu,2,717.1636845593108,2200.0,100.0,536.4965561441984,14.719681908548708,42.0,2.0,10.373797122666906
122,Wanliu,3,757.6644518272425,2200.0,100.0,467.58675206876933,15.164119601328904,42.0,2.0,10.334642169048808
123,Wanliu,4,776.7433983926521,2200.0,100.0,441.1802211515965,13.963834672789897,42.0,2.0,9.955464343537894
124,Wanliu,5,678.1733870967741,2200.0,100.0,347.8623028183088,11.201159274193548,42.0,2.0,10.082250430516774
125,Wanliu,6,888.0226928895613,2200.0,100.0,442.9408064420275,8.547245184064549,41.412,2.0,7.641137246958564
126,Wanliu,7,805.8602344454464,2200.0,100.0,371.62641638760573,7.133511632100992,38.0,0.2856,5.515811264241507
127,Wanliu,8,753.0277544154752,2200.0,100.0,357.37508896766144,6.370507989907485,41.412,0.2856,6.670496235950965
128,Wanliu,9,838.8222222222222,2200.0,200.0,408.2024406451748,7.709245490196079,41.6976,2.0,6.80586116439624
129,Wanliu,10,878.9989118607182,2200.0,100.0,520.6823953007911,6.549254406964091,42.0,2.0,5.967200259754205
130,Wanliu,11,992.2672672672672,2200.0,200.0,573.6974289070198,10.868993993993994,42.0,1.0,8.674227110636775
131,Wanliu,12,849.600709849157,2200.0,100.0,590.5090981137298,15.52315882874889,42.0,2.0,10.047476356376494
132,Wanshouxigong,1,902.0718232044198,2200.0,100.0,527.4456214371078,16.611187845303867,42.0,1.0,10.73092717500126
133,Wanshouxigong,2,790.3833221250841,2200.0,100.0,550.4143071295106,13.2044384667115,42.0,1.0,10.196186270978465
134,Wanshouxigong,3,839.1325998841922,2200.0,200.0,525.3535798997257,15.297046902142444,42.0,2.0,11.579655485802373
135,Wanshouxigong,4,845.9377574370709,2200.0,100.0,467.51323145122296,12.247858672768878,42.0,0.5712,10.132939259464054
136,Wanshouxigong,5,786.9942446043166,2200.0,100.0,420.2725899590525,10.666187050359712,42.0,2.0,9.908437005408024
137,Wanshouxigong,6,905.8491471215352,2200.0,100.0,474.6899868664516,6.689232409381663,42.0,2.0,7.412055854967439
138,Wanshouxigong,7,982.3387896825396,2200.0,100.0,419.84587601437363,4.742063492063492,35.0,2.0,4.262705312774947
139,Wanshouxigong,8,925.952582557155,2200.0,200.0,406.1675650904311,3.7207027942421673,33.0,1.0,3.389599511898683
140,Wanshouxigong,9,973.7383007723762,2200.0,200.0,470.5699751178184,5.714675147660154,42.0,1.0,5.989719070386382
141,Wanshouxigong,10,968.7321258341277,2200.0,100.0,521.6389688811347,5.880838894184938,42.0,1.0,6.213504211347119
142,Wanshouxigong,11,996.9440832249675,2200.0,100.0,585.5979361899927,9.264954486345903,42.0,1.0,8.010211482478065
143,Wanshouxigong,12,905.3722179585571,2200.0,200.0,529.6307690423131,15.401381427475057,42.0,1.0,10.46378721803262
